"Country.Name","Country.Code","Region","IncomeGroup","Year","Life.Expectancy.World.Bank","Prevelance.of.Undernourishment","CO2","Health.Expenditure..","Education.Expenditure..","Unemployment","Sanitation","Injuries","Communicable","NonCommunicable"
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income",2011,46.207,12,569.999992847443,9.56151676,8.16510009765625,26.2439994812012,30.57155201,166606.46,1215897.94,423405.45
"Lithuania","LTU","Europe & Central Asia","High income",2011,73.5634146341464,2.5,11850.0003814697,6.4878149,5.11343002319336,15.3900003433228,85.51934704,193389.14,55391.55,1013686.4
"Latvia","LVA","Europe & Central Asia","High income",2011,73.5756097560976,2.5,7900.00009536743,5.54237556,5.07161998748779,16.2099990844727,63.78957804,104860.64,40755.31,718489.75
"Madagascar","MDG","Sub-Saharan Africa","Low income",2011,63.836,27.3,2190.00005722046,4.43843079,2.38168001174927,2.44400000572205,7.388017703,539357.48,7002948.1,3370290.96
"Mexico","MEX","Latin America & Caribbean","Upper middle income",2011,75.011,4.7,478399.993896484,5.51883602,5.10564994812012,5.17000007629395,36.3676703,4477229.47,4323209.8,20646095.42
"Mali","MLI","Sub-Saharan Africa","Low income",2011,55.701,4.2,3119.99988555908,4.01483822,3.75423002243042,6.90000009536743,13.56074692,631356.62,10277501.22,2666047.9
"Malta","MLT","Middle East & North Africa","High income",2011,80.7463414634146,2.5,2569.9999332428,8.4481411,7.69612979888916,6.38000011444092,91.86797469,8854.52,5508.92,100342.54
"Myanmar","MMR","East Asia & Pacific","Lower middle income",2011,63.983,7.8,8689.9995803833,1.92666924,0.850319981575012,0.767000019550323,61.01879819,2072410.32,8231646.17,11893863.57
"Mongolia","MNG","East Asia & Pacific","Lower middle income",2011,67.818,14.1,15729.9995422363,3.58612156,4.60902976989746,4.76999998092651,42.88071215,174316.8,225564.87,707671.86
"Malawi","MWI","Sub-Saharan Africa","Low income",2011,57.161,13.7,930.000007152557,7.49375153,4.1526198387146,5.92000007629395,21.93948986,408466.55,6554340.48,2183126.5
"Malaysia","MYS","East Asia & Pacific","Upper middle income",2011,74.683,3.3,202740.005493164,3.31451941,5.76293992996216,3.04999995231628,69.94101839,741774.17,1140127.71,4600436.42
"Netherlands","NLD","Europe & Central Asia","High income",2011,81.2048780487805,2.5,158770.004272461,10.23353291,5.46303987503052,4.98000001907349,97.469611,314695.44,200710.84,3879731.91
"Norway","NOR","Europe & Central Asia","High income",2011,81.2951219512195,2.5,39599.9984741211,8.78868103,6.4545202255249,3.21000003814697,62.27569439,128326.17,58358.76,1127269.46
"Nepal","NPL","South Asia","Lower middle income",2011,68.028,8.6,5199.99980926514,4.44234991,3.84261989593506,2.02999997138977,28.78532019,846442.97,3941513.66,4788783.14
"New Zealand","NZL","East Asia & Pacific","High income",2011,80.9048780487805,2.5,30290.0009155273,9.51987362,6.93969011306763,6.48999977111816,80.53025844,159677.51,47376.17,905167.92
"Peru","PER","Latin America & Caribbean","Upper middle income",2011,74.697,7.7,48430.0003051758,4.53341627,2.6635000705719,3.48000001907349,31.71782788,893717.01,1790026.35,4461754.31
"Poland","POL","Europe & Central Asia","High income",2011,76.6951219512195,2.5,310589.996337891,6.2400856,4.82496976852417,9.63000011444092,86.37192487,1558840.13,557907.22,10371410.11
"Portugal","PRT","Europe & Central Asia","High income",2011,80.4707317073171,2.5,49869.9989318848,9.73071671,5.12333011627197,12.6800003051758,68.94796515,241678.63,200179.39,2860300.17
"Romania","ROU","Europe & Central Asia","High income",2011,74.409756097561,2.5,84059.9975585938,4.70199966,3.06136989593506,7.17999982833862,64.31002278,767919.54,458820.19,6353018.64
"Senegal","SEN","Sub-Saharan Africa","Lower middle income",2011,64.898,11.5,7570.00017166138,4.21416569,4.90302991867065,10.3599996566772,18.32118637,303726.52,3621193.52,1878086.5
"Sierra Leone","SLE","Sub-Saharan Africa","Low income",2011,50.234,24.4,740.000009536743,13.28134346,2.66890001296997,4.29400014877319,11.65258804,269043.49,3819282.92,1202219.09
"Serbia","SRB","Europe & Central Asia","Upper middle income",2011,74.5365853658537,2.6,51229.9995422363,9.10749245,4.2383599281311,22.9699993133545,19.38878773,292953.57,136233.92,2951693.11
"Sao Tome and Principe","STP","Sub-Saharan Africa","Lower middle income",2011,67.885,13.5,100.000001490116,6.75577354,8.89109992980957,14.1079998016357,24.60197624,3659.3,23856.95,27821.03
"Slovenia","SVN","Europe & Central Asia","High income",2011,79.9707317073171,2.5,15699.9998092651,8.53639603,5.541259765625,8.17000007629395,50.16903148,90831.5,22613.32,496305.7
"Sweden","SWE","Europe & Central Asia","High income",2011,81.8024390243903,2.5,44580.0018310547,10.41646767,6.36691999435425,7.80000019073486,94.01674339,232986.64,97848.99,2280580.66
"Chad","TCD","Sub-Saharan Africa","Low income",2011,51.424,26,1100.00002384186,3.91046619,2.25789999961853,1,8.966240509,508571.08,8347816.19,1960084.81
"Togo","TGO","Sub-Saharan Africa","Low income",2011,58.092,19.4,2519.99998092651,4.55412006,4.3092999458313,1.98000001907349,7.550551024,233789.42,2681025.22,995472.41
"Thailand","THA","East Asia & Pacific","Upper middle income",2011,74.593,9,233600.006103516,3.56825471,4.80555009841919,0.660000026226044,22.90759893,2788362.99,2625710.21,13235877.17
"Tunisia","TUN","Middle East & North Africa","Lower middle income",2011,75.206,3.2,26340.0001525879,6.43202877,7.55436992645264,18.3299999237061,68.55261662,329072.39,330419.67,2047029.96
"Tanzania","TZA","Sub-Saharan Africa","Lower middle income",2011,59.525,24.2,8189.9995803833,5.05598497,3.55829000473022,3.47000002861023,17.97844691,1361380.27,17588670.86,7262892.15
"Ukraine","UKR","Europe & Central Asia","Lower middle income",2011,70.8092682926829,2.5,283339.996337891,6.81617689,5.93770980834961,7.84999990463257,54.19714552,2239060.68,1394747.14,16558788.61
"Samoa","WSM","East Asia & Pacific","Lower middle income",2011,71.906,4.1,200.000002980232,5.4401269,6.6100001335144,5.67999982833862,48.13180091,6202.06,8637.94,39343.92
"Albania","ALB","Europe & Central Asia","Upper middle income",2012,77.252,5.1,4360.0001335144,5.05526543,2.9300000667572,13.3800001144409,45.15484031,80941.92,64252.13,578042.75
"Argentina","ARG","Latin America & Caribbean","Upper middle income",2012,75.598,2.8,177960.006713867,9.82728195,5.34582996368408,7.21999979019165,50.40496589,1443818.05,1471872.18,8820699
"Armenia","ARM","Europe & Central Asia","Upper middle income",2012,73.82,3.2,5719.99979019165,9.134552,2.77248001098633,17.2999992370605,56.92706363,87241.65,83418.32,784451.29
"Australia","AUS","East Asia & Pacific","High income",2012,82.0463414634146,2.5,386970.001220703,8.67564774,4.86787986755371,5.21999979019165,66.5241942,665745.89,206754.22,4660903.82
"Austria","AUT","Europe & Central Asia","High income",2012,80.9365853658537,2.5,65110.0006103516,10.19915581,5.48040008544922,4.86999988555908,99.6394239,222823.18,71933.91,2157893.31
"Azerbaijan","AZE","Europe & Central Asia","Upper middle income",2012,71.506,2.5,30110.0006103516,2.96481562,2.06763005256653,5.19000005722046,24.77528518,239277.56,662588.92,2216053.68
"Bangladesh","BGD","South Asia","Lower middle income",2012,70.606,15.3,57990.0016784668,2.74823475,2.17549991607666,4.11899995803833,30.533663,3592971.18,16307103.64,24339817.55
"Bulgaria","BGR","Europe & Central Asia","Upper middle income",2012,74.3146341463415,3.7,45020.0004577637,7.57609081,3.47637009620667,12.2700004577637,56.76194021,279352.94,130210.12,2894311.31
"Belarus","BLR","Europe & Central Asia","Upper middle income",2012,71.9658536585366,2.5,59939.998626709,5.245327,4.95964002609253,6.05100011825562,78.42808759,589536.13,181143.47,3230403.5
"Bolivia","BOL","Latin America & Caribbean","Lower middle income",2012,69.01,16.7,17420.0000762939,5.2539444,7.90000009536743,2.0699999332428,41.43604754,388682.16,1199665.22,1960091.85
"Brazil","BRA","Latin America & Caribbean","Upper middle income",2012,74.209,3,454230.010986328,7.73637724,5.85510015487671,7.19000005722046,41.15432283,9996262.81,10710305.65,42430117.33
"Central African Republic","CAF","Sub-Saharan Africa","Low income",2012,48.638,33,200.000002980232,3.94020414,1.98034727573395,5.5460000038147,16.41748307,368406.98,3538256.66,930466.58
"Switzerland","CHE","Europe & Central Asia","High income",2012,82.6975609756098,2.5,42520.0004577637,10.24875641,4.85834980010986,4.48000001907349,99.62366575,215261.55,79646.41,1839644.57
"China","CHN","East Asia & Pacific","Upper middle income",2012,75.013,2.5,9541870.1171875,4.56584787,4.07742977142334,4.57000017166138,41.85739972,38861111.88,25662831.22,297330095.4
"Colombia","COL","Latin America & Caribbean","Upper middle income",2012,75.882,10.7,69699.9969482422,6.74599648,4.37038993835449,9.73999977111816,17.1028812,2176554.62,1570657.61,7161912.66
"Costa Rica","CRI","Latin America & Caribbean","Upper middle income",2012,79.074,5,7449.99980926514,7.78642225,6.58239984512329,9.77999973297119,33.83103036,128123.97,92145.71,725058.26
"Germany","DEU","Europe & Central Asia","High income",2012,80.5390243902439,2.5,760130.004882813,10.85323715,4.95658016204834,5.38000011444092,96.64418546,1844242.6,931912.11,23010048.9
"Denmark","DNK","Europe & Central Asia","High income",2012,80.0512195121951,2.5,38220.0012207031,10.24135303,7.23782014846802,7.80000019073486,89.06891755,114101.92,72074.12,1436730.83
"Ecuador","ECU","Latin America & Caribbean","Upper middle income",2012,75.495,8.8,37090.0001525879,6.7622118,4.64307022094727,3.23000001907349,41.3104759,751515.27,747123.95,2618242.92
"Spain","ESP","Europe & Central Asia","High income",2012,82.4268292682927,2.5,269269.989013672,9.15699196,4.4693398475647,24.7900009155273,94.90613154,917083.33,523150.17,10912937.74
"Estonia","EST","Europe & Central Asia","High income",2012,76.3268292682927,2.5,16889.9993896484,5.79034519,4.71772003173828,10.0200004577637,92.73001559,52793.3,19851.54,399489.03
"Ethiopia","ETH","Sub-Saharan Africa","Low income",2012,63.281,19.4,8479.99954223633,4.53959608,5.56678009033203,2.28699994087219,5.005476723,2822539.39,28896006.08,11433835.45
"Finland","FIN","Europe & Central Asia","High income",2012,80.6268292682927,2.5,49409.9998474121,9.5857954,7.14803981781006,7.69000005722046,83.07227101,191037.89,39019.09,1395633.34
"Georgia","GEO","Europe & Central Asia","Upper middle income",2012,72.097,7.8,7190.00005722046,8.04715919,1.90610003471375,19.6499996185303,39.41262002,149763.54,123804.5,1294070.7
"Ghana","GHA","Sub-Saharan Africa","Lower middle income",2012,61.72,6.4,14609.9996566772,4.03214407,7.91913986206055,5.91099977493286,9.586205656,767848.3,7806557.59,4227053.48
"Hungary","HUN","Europe & Central Asia","High income",2012,75.0634146341463,2.5,43430.0003051758,7.43017483,4.14111995697021,11,78.91964952,365265.67,122047.51,3308366.13
"India","IND","South Asia","Lower middle income",2012,67.545,14.9,1909439.94140625,3.32935309,3.8675000667572,5.41400003433228,29.48719818,55112092.7,195404051.7,238189861.2
"Ireland","IRL","Europe & Central Asia","High income",2012,80.8463414634146,2.5,37130.0010681152,10.65266323,5.75268983840942,15.4499998092651,73.62523247,95395.11,48069.41,969229.42
"Iceland","ISL","Europe & Central Asia","High income",2012,82.9170731707317,2.5,1860.00001430511,8.18118858,7.58223009109497,6,67.00581901,6308.69,3168.51,61482.98
"Israel","ISR","Middle East & North Africa","High income",2012,81.7048780487805,2.5,76059.9975585938,7.11508703,5.67253017425537,6.8600001335144,88.91001016,145453.06,99669.31,1371985.47
"Italy","ITA","Europe & Central Asia","High income",2012,82.2390243902439,2.5,376750,8.78352833,4.05601978302002,10.6499996185303,95.71214036,1144821.37,582257.58,15849779.37
"Jordan","JOR","Middle East & North Africa","Upper middle income",2012,73.722,6.3,24120.0008392334,7.81799555,3.5,12.1999998092651,80.23583486,152392.29,268844.84,1063737.72
"Japan","JPN","East Asia & Pacific","High income",2012,83.0960975609756,2.5,1253609.98535156,10.67169189,3.64741992950439,4.3600001335144,78.19580321,3441927.33,2028717.45,30590225.7
"Kuwait","KWT","Middle East & North Africa","High income",2012,74.728,2.5,85309.9975585938,2.33311439,3.75,2.3199999332428,100,64303.48,58836.97,427768.97
"Lebanon","LBN","Middle East & North Africa","Lower middle income",2012,78.611,4.6,23469.9993133545,7.00111389,2.14808988571167,7.84800004959106,13.64499118,106727.64,138241.62,1005150.52
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income",2012,47.416,14.8,620.000004768372,9.25281525,7.66605997085571,25.3689994812012,32.55780071,168314.52,1241929.83,432016.17
"Lithuania","LTU","Europe & Central Asia","High income",2012,73.8634146341464,2.5,11930.0003051758,6.2759347,4.75802993774414,13.3599996566772,86.84890821,186601.48,53153.65,1001779.67
"Luxembourg","LUX","Europe & Central Asia","High income",2012,81.3926829268293,2.5,10689.9995803833,5.58377266,3.87815999984741,5.1399998664856,93.69938139,12450.03,5433.91,116055.94
"Latvia","LVA","Europe & Central Asia","High income",2012,73.7780487804878,2.5,7570.00017166138,5.38090277,6.58270978927612,15.0500001907349,65.7907638,100899.99,40377.1,706135.84
"Madagascar","MDG","Sub-Saharan Africa","Low income",2012,64.28,29.4,2740.00000953674,3.82249737,2.34067010879517,0.600000023841858,7.731595239,554903.03,6906885.91,3444239.82
"Mexico","MEX","Latin America & Caribbean","Upper middle income",2012,74.966,4.6,486450.012207031,5.66522121,5.10309982299805,4.8899998664856,38.56730401,4418153.67,4229085.36,21118932.18
"Mali","MLI","Sub-Saharan Africa","Low income",2012,56.135,3.9,3109.99989509583,3.7521615,3.47949004173279,6.65000009536743,14.26768035,670394.26,10357571.28,2733586.8
"Malta","MLT","Middle East & North Africa","High income",2012,80.7463414634146,2.5,2720.00002861023,8.37802982,6.34545993804932,6.19999980926514,91.86797469,8873.48,5540.22,101312.91
"Myanmar","MMR","East Asia & Pacific","Lower middle income",2012,64.453,7.1,11960.000038147,2.41021132,1.60000002384186,0.753000020980835,61.00058701,1998823.19,7797628.22,11844089.31
"Mongolia","MNG","East Asia & Pacific","Lower middle income",2012,68.217,12.5,17139.9993896484,3.85493326,5.19520998001099,3.90000009536743,44.26673656,173876.54,221033.83,714912.91
"Malaysia","MYS","East Asia & Pacific","Upper middle income",2012,74.877,3.3,205809.997558594,3.45786357,5.73902988433838,3.09999990463257,70.84699981,743903.68,1181791.14,4694473.58
"Netherlands","NLD","Europe & Central Asia","High income",2012,81.1048780487805,2.5,157470.001220703,10.53905964,5.4102201461792,5.82000017166138,97.47306851,321784.83,197577.55,3925586.72
"Norway","NOR","Europe & Central Asia","High income",2012,81.4512195121951,2.5,38490.0016784668,8.77787876,7.37470006942749,3.11999988555908,62.61814245,121060.55,58589.07,1126723.59
"Nepal","NPL","South Asia","Lower middle income",2012,68.426,7.7,6000,4.49078512,3.29008007049561,2.32999992370605,30.74644232,841036.28,3739562.67,4902448.82
"New Zealand","NZL","East Asia & Pacific","High income",2012,81.1560975609756,2.5,32110.0006103516,9.65163612,7.15993022918701,6.92999982833862,81.09930065,151165.09,47331.23,914631.3
"Peru","PER","Latin America & Caribbean","Upper middle income",2012,74.981,6.7,48119.9989318848,4.74023867,2.92276000976563,3.24000000953674,33.89185843,893898.59,1764321.12,4522742.99
"Poland","POL","Europe & Central Asia","High income",2012,76.7463414634146,2.5,303350.006103516,6.22393656,4.82954978942871,10.0900001525879,87.03980893,1533666.55,559843.9,10457618.21
"Portugal","PRT","Europe & Central Asia","High income",2012,80.3731707317073,2.5,48220.0012207031,9.65393162,4.94940996170044,15.5299997329712,71.23466536,235332.36,197276.06,2852932.5
"Romania","ROU","Europe & Central Asia","High income",2012,74.4121951219512,2.5,81849.9984741211,4.73353195,2.96379995346069,6.78999996185303,66.3035304,758695.25,448434.32,6376646.98
"Senegal","SEN","Sub-Saharan Africa","Lower middle income",2012,65.448,11.9,7449.99980926514,4.26687956,4.77698993682861,9.4379997253418,18.97369368,297815.94,3579299.05,1886908.86
"Sierra Leone","SLE","Sub-Saharan Africa","Low income",2012,51.018,24.3,860.000014305115,10.59041977,2.87204003334045,4.39799976348877,11.91794768,271775.55,3717277.13,1228975.45
"Serbia","SRB","Europe & Central Asia","Upper middle income",2012,74.8365853658537,2.6,45790.0009155273,9.32176399,4.16420984268188,24,19.19874028,286496.73,120970.69,2925758.07
"Sao Tome and Principe","STP","Sub-Saharan Africa","Lower middle income",2012,68.306,13.3,119.999997317791,6.47629499,6.33950996398926,13.5900001525879,25.71140334,3597.16,24466.1,27950.51
"Slovenia","SVN","Europe & Central Asia","High income",2012,80.1243902439024,2.5,15119.9998855591,8.71509933,5.62023019790649,8.84000015258789,52.82915133,89844.64,22341.9,501986.72
"Sweden","SWE","Europe & Central Asia","High income",2012,81.7048780487805,2.5,42139.9993896484,10.73515224,7.5369701385498,7.98000001907349,94.15444583,233071.01,99974.06,2290824.87
"Chad","TCD","Sub-Saharan Africa","Low income",2012,51.928,25.4,1860.00001430511,3.85607743,2.20615005493164,1.00600004196167,9.047280285,516302.81,8341857.37,2012701.21
"Togo","TGO","Sub-Saharan Africa","Low income",2012,58.661,19.4,2240.00000953674,4.80786562,4.71920013427734,2.03399991989136,7.742055644,230228.19,2624143.03,1011255.29
"Thailand","THA","East Asia & Pacific","Upper middle income",2012,74.992,8.8,250679.992675781,3.5229404,4.53670978546143,0.579999983310699,23.2398738,2716802.77,2650923.91,13412205.93
"Tunisia","TUN","Middle East & North Africa","Lower middle income",2012,75.376,3,27790.0009155273,6.6064229,5.95086002349854,17.6299991607666,69.98637881,305014.09,315127.54,2076828.02
"Tanzania","TZA","Sub-Saharan Africa","Lower middle income",2012,60.47,23.2,9869.99988555908,5.01779366,3.4709300994873,3.2279999256134,18.99554088,1393313.64,16794202.08,7477715.31
"Ukraine","UKR","Europe & Central Asia","Lower middle income",2012,70.9441463414634,2.5,277109.985351563,7.11665535,6.44269990921021,7.53000020980835,56.99066912,2206146.53,1369074.68,16558845.1
"Samoa","WSM","East Asia & Pacific","Lower middle income",2012,72.136,4,200.000002980232,5.07944012,5.15999984741211,8.75,48.06493129,6966.62,8680.42,39794.95
"Albania","ALB","Europe & Central Asia","Upper middle income",2013,77.554,5,4440.00005722046,5.38561106,3.53929996490479,15.8699998855591,45.56157447,79780.26,61591.37,584989.5
"Argentina","ARG","Latin America & Caribbean","Upper middle income",2013,75.756,2.6,183250,9.78097343,5.43661022186279,7.09999990463257,50.61825328,1458094.44,1487174.67,8906865.36
"Armenia","ARM","Europe & Central Asia","Upper middle income",2013,74.056,3.2,5500,10.32344532,2.65018010139465,16.1800003051758,58.46433021,82888.24,79985.07,769111.51
"Australia","AUS","East Asia & Pacific","High income",2013,82.1487804878049,2.5,380279.998779297,8.76116371,5.22923994064331,5.65999984741211,67.49110673,672344.84,208087.64,4721750.29
"Austria","AUT","Europe & Central Asia","High income",2013,81.1365853658537,2.5,65750,10.28574944,5.54711008071899,5.32999992370605,99.63907975,221039.53,72469.03,2170714.25
"Azerbaijan","AZE","Europe & Central Asia","Upper middle income",2013,71.768,2.5,30940.0005340576,3.03672314,2.44213008880615,4.96999979019165,24.84187106,240576.8,640168.09,2239681.23
"Belgium","BEL","Europe & Central Asia","High income",2013,80.5878048780488,2.5,96589.9963378906,10.56133938,6.63052988052368,8.43000030517578,82.65476737,378210.24,167005.65,2790129.6
"Bangladesh","BGD","South Asia","Lower middle income",2013,70.93,15,60599.9984741211,2.65446854,1.96616005897522,4.42999982833862,31.57950162,3502632.64,15514496.01,24678300.55
"Bulgaria","BGR","Europe & Central Asia","Upper middle income",2013,74.8609756097561,3.2,39659.9998474121,7.16768599,4.05822992324829,12.9399995803833,58.61381858,270838.27,125555.73,2858919.46
"Belarus","BLR","Europe & Central Asia","Upper middle income",2013,72.4707317073171,2.5,59990.0016784668,5.69559479,5.0094199180603,6.00600004196167,77.7751513,553105.47,172739.42,3199517.31
"Bolivia","BOL","Latin America & Caribbean","Lower middle income",2013,69.468,16.5,18739.9997711182,5.57465124,7.57999992370605,2.44000005722046,42.81789635,391072.36,1188492.09,2000513.57
"Brazil","BRA","Latin America & Caribbean","Upper middle income",2013,74.483,2.8,486839.996337891,7.97659969,5.8388500213623,6.98000001907349,42.06269659,10091101.27,10463191.61,42962136.88
"Central African Republic","CAF","Sub-Saharan Africa","Low income",2013,49.371,40.2,119.999997317791,4.95162487,2.6382143497467,5.51599979400635,16.0545444,673263.38,3487458.4,935570.39
"Switzerland","CHE","Europe & Central Asia","High income",2013,82.7975609756098,2.5,43529.9987792969,10.46214485,4.8690299987793,4.75,99.62673767,214059.57,80597.96,1858931.39
"Chile","CHL","Latin America & Caribbean","High income",2013,79.349,3.1,83000,7.44478321,4.52942991256714,6.21000003814697,67.83556426,501882.49,301047.21,3354244.48
"China","CHN","East Asia & Pacific","Upper middle income",2013,75.321,2.5,9984570.3125,4.71490669,3.85250997543335,4.59000015258789,45.29026847,37905717.62,24935273.19,299286678.6
"Colombia","COL","Latin America & Caribbean","Upper middle income",2013,76.105,8.9,76860.0006103516,7.01724052,4.87855005264282,9.05000019073486,17.25773154,2104774.22,1547554.23,7249130.14
"Costa Rica","CRI","Latin America & Caribbean","Upper middle income",2013,79.234,4.9,7780.00020980835,7.68229151,6.68739986419678,8.77000045776367,33.23163572,128751.26,90382.9,740594.32
"Cyprus","CYP","Europe & Central Asia","High income",2013,79.999,2.5,6429.99982833862,6.94518471,6.48377990722656,15.8699998855591,76.69428457,25786.82,10643.84,240745.97
"Germany","DEU","Europe & Central Asia","High income",2013,80.490243902439,2.5,776150.024414063,10.99795437,4.93538999557495,5.23000001907349,96.72174779,1854831.7,942525.23,23248776.9
"Denmark","DNK","Europe & Central Asia","High income",2013,80.3,2.5,39959.9990844727,10.16958141,8.49442958831787,7.38000011444092,89.52578015,112636.77,72050.86,1434026.1
"Ecuador","ECU","Latin America & Caribbean","Upper middle income",2013,75.707,8.8,39700.0007629395,6.80123425,5.00464010238647,3.07999992370605,41.44122458,715326.28,731246.65,2664348.28
"Spain","ESP","Europe & Central Asia","High income",2013,83.0780487804878,2.5,242809.997558594,9.06737709,4.35101985931396,26.0900001525879,95.09634501,896640.97,507675.66,10876308.25
"Estonia","EST","Europe & Central Asia","High income",2013,77.1414634146341,2.5,19319.9996948242,5.97791481,4.84388017654419,8.63000011444092,92.74418092,48177.8,19316.26,389546.13
"Ethiopia","ETH","Sub-Saharan Africa","Low income",2013,63.961,17.7,10079.9999237061,4.07506514,4.4985499382019,2.25,5.224650007,2729926.96,27856067.8,11553683.41
"Finland","FIN","Europe & Central Asia","High income",2013,80.9756097560976,2.5,50189.998626709,9.80534649,7.12404012680054,8.1899995803833,83.32916207,185091.53,37508.44,1399918.3
"United Kingdom","GBR","Europe & Central Asia","High income",2013,81.0048780487805,2.5,453760.009765625,9.97566223,5.50078010559082,7.51999998092651,97.99806,1198171.47,984256.71,16334511.96
"Georgia","GEO","Europe & Central Asia","Upper middle income",2013,72.412,7.9,7840.00015258789,7.88304806,2.8867199420929,19.4200000762939,38.6870698,146181.92,117587.8,1259026.94
"Ghana","GHA","Sub-Saharan Africa","Lower middle income",2013,62.064,6.6,15630.0001144409,4.62300539,4.57646989822388,6.20300006866455,10.05936669,785815.44,7640207.16,4330458.57
"Honduras","HND","Latin America & Caribbean","Lower middle income",2013,74.051,14.2,9369.99988555908,8.47723007,5.87492990493774,5.65000009536743,46.98211459,613162.01,471844.65,1490765.88
"Croatia","HRV","Europe & Central Asia","High income",2013,77.1268292682927,2.5,17010.0002288818,6.51796293,4.50039005279541,17.25,76.82368176,159681.94,45804.62,1270814.71
"Hungary","HUN","Europe & Central Asia","High income",2013,75.5658536585366,2.5,40759.9983215332,7.24897766,4.18772983551025,10.1800003051758,80.91432991,352549.2,121498.58,3242293.04
"India","IND","South Asia","Lower middle income",2013,67.931,14.9,1972430.05371094,3.74944162,3.84467005729675,5.42399978637695,31.55352208,53868774.94,187804148.7,242690488.6
"Ireland","IRL","Europe & Central Asia","High income",2013,80.9487804878049,2.5,35709.9990844727,10.29696083,5.34205007553101,13.7299995422363,75.4535305,92327.07,47943.96,975865.03
"Iceland","ISL","Europe & Central Asia","High income",2013,82.0609756097561,2.5,2029.99997138977,8.17555237,7.44868993759155,5.38000011444092,69.21235616,6305.56,3171.86,61789.42
"Israel","ISR","Middle East & North Africa","High income",2013,82.0560975609756,2.5,67000,7.07797098,5.85425996780396,6.21000003814697,89.66614967,141633.7,99774.67,1392270.55
"Italy","ITA","Europe & Central Asia","High income",2013,82.690243902439,2.5,346459.991455078,8.77543831,4.14367008209229,12.1499996185303,95.72269582,1131485.55,571755.92,15790852.47
"Jordan","JOR","Middle East & North Africa","Upper middle income",2013,73.851,6,23799.9992370605,7.1659236,3.5,12.6000003814697,80.66259802,160124.84,275120.9,1127227.31
"Japan","JPN","East Asia & Pacific","High income",2013,83.3319512195122,2.5,1262780.02929688,10.67438602,3.62496995925903,4,78.60942908,3376679.85,2016343.36,30706298.8
"Kuwait","KWT","Middle East & North Africa","High income",2013,74.885,2.5,87360.0006103516,2.48789287,3.88000011444092,2.62299990653992,100,65722.19,61569,446826.18
"Lebanon","LBN","Middle East & North Africa","Lower middle income",2013,78.683,5,23239.9997711182,7.0635767,2.43245005607605,8.31400012969971,14.06694369,118773.3,140902.02,1041634.71
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income",2013,48.663,19.3,610.000014305115,9.5466814,7.29226016998291,24.5799999237061,34.52124304,168863.73,1252935.18,439624.29
"Lithuania","LTU","Europe & Central Asia","High income",2013,73.9146341463415,2.5,11329.9999237061,6.12593651,4.60233020782471,11.7700004577637,88.19050536,181245.5,52613.52,1003935.84
"Latvia","LVA","Europe & Central Asia","High income",2013,73.9829268292683,2.5,7449.99980926514,5.36752796,6.99697017669678,11.8699998855591,67.80872487,100230.9,40385.05,708002.83
"Madagascar","MDG","Sub-Saharan Africa","Low income",2013,64.713,33,2930.0000667572,3.73896837,1.77693998813629,0.995000004768372,8.072330014,557501,6833119.98,3509795.74
"Mexico","MEX","Latin America & Caribbean","Upper middle income",2013,74.93,4.2,475739.990234375,5.80923605,4.69605016708374,4.90999984741211,40.80011597,4432165.91,4155322.14,21923760.82
"Mali","MLI","Sub-Saharan Africa","Low income",2013,56.578,3.7,3220.00002861023,3.96750712,3.28465008735657,6.34999990463257,14.97708308,730859.94,10595151,2800653.79
"Malta","MLT","Middle East & North Africa","High income",2013,81.7463414634146,2.5,2369.99988555908,8.49665737,7.57923984527588,6.1100001335144,91.86797469,8893.11,5583.13,101898.04
"Myanmar","MMR","East Asia & Pacific","Lower middle income",2013,64.921,6.1,13600.0003814697,3.20071578,2.09999990463257,0.746999979019165,60.97943074,1932768.39,7240966.7,11963331.35
"Mongolia","MNG","East Asia & Pacific","Lower middle income",2013,68.566,11.4,18379.9991607666,4.06616068,4.94077014923096,4.23000001907349,45.67278651,173565.48,215230.16,721723.81
"Malawi","MWI","Sub-Saharan Africa","Low income",2013,59.931,14.8,980.000019073486,11.57910728,5.41617012023926,5.94999980926514,22.44363817,405779.44,5709964.03,2242633.92
"Malaysia","MYS","East Asia & Pacific","Upper middle income",2013,75.072,3.5,223660.003662109,3.51275206,5.48120021820068,3.16000008583069,71.75945971,726646.06,1166296.26,4728365.81
"Netherlands","NLD","Europe & Central Asia","High income",2013,81.3048780487805,2.5,157089.996337891,10.5835619,5.52655982971191,7.23999977111816,97.47650192,325884.74,191327.48,3954299.1
"Norway","NOR","Europe & Central Asia","High income",2013,81.7512195121951,2.5,39500,8.92953396,7.48535013198853,3.42000007629395,62.96143165,121933.63,58052.04,1129481.24
"Nepal","NPL","South Asia","Lower middle income",2013,68.806,6.8,6090.00015258789,4.63011789,3.01811003684998,2.55100011825562,32.74574866,859305.23,3538986.78,5031592.92
"New Zealand","NZL","East Asia & Pacific","High income",2013,81.4073170731707,2.5,31889.9993896484,9.3601923,6.70155000686646,5.84000015258789,81.14355385,149085.24,46895.68,921473.73
